sku,uid,gid,group,active,siteid,title,url,presence,locked,deleted,price,shipping,qty,shp,rtn,pmt,tag,note_memo,note_desc,note_part,note_model,note_verification,uid_dup,sold,sold_uid_ts,online_created,online_removed,birthday,by_user
B273266HJ70O,273266,1970,Samsung NP900X3G NP900X3L 13.3 Non Touch Screen Complete Assembly ** Special Order **,Yes,500301,"Np900x3l-k06us OEM Samsung LCD 13.3"" FHD Np900x3l Np900x3l-k06us",https://www.blisscomputers.net/np900x3l-k06us-oem-samsung-lcd-13-3-fhd-np900x3l-np900x3l-k06us-273266/,Yes,No,No,,,,,,,#Addition_RR_Auto_eBay,,,LSN133HL01-801,Samsung ATIV Book 9 NP900X3L,,0,1,10/18/2022 14:00,2/1/2022 11:02,0000-00-00 00:00:00,1/4/2022 4:56,system
B669073NJ71M,669073,1971,"6M.GWGN7.001 B156HAB02.0 Acer Aspire CP315-1H 15.6"" FHD Touch Screen Assembly",Yes,338332,LCD Screen Acer Chromebook Spin CP315-1H FHD 1920x1080 On-Cell Touch REPLACEMENT LED Display Panel,https://www.blisscomputers.net/new-lcd-screen-acer-chromebook-spin-cp315-1h-fhd-1920x1080-on-cell-touch-replacement-led-display-panel-669073/,Yes,No,No,260,,10,,,,#B156HAB02.0,,,Acer 6M.GWGN7.001 B156HAB02.0 Kl.15605.044,Acer Chromebook Spin 15 CP315-1H,,0,1,5/31/2020 19:09,12/9/2019 13:12,0000-00-00 00:00:00,9/11/2019 15:23,rahul
B217714IJ75U,217714,1975,B120XAN01.0 Acer Chromebook C871 Non Touch Screen ** Supplier restriction ***,Yes,426597,Acer C871 LCD Kl.0c871.sv1,https://www.blisscomputers.net/acer-c871-lcd-kl-0c871-sv1-217714/,Yes,No,No,,,,,,,,,,Acer KL.0C871.SV1,Acer Chromebook C871,,0,32,4/11/2023 16:57,11/17/2020 18:11,0000-00-00 00:00:00,11/11/2020 11:37,system
B217834PJ79W,217834,1979,0NVH0J Web Camera,No,,Dell Inspiron 5379 5579 Internal Web Camera Camera 0NVH0J NVH0J,/genuine-dell-inspiron-5379-5579-internal-webcam-camera-0nvh0j-nvh0j-217834/,Yes,No,No,,,,,,,,,,,,,0,1,2/27/2021 18:08,11/17/2020 15:11,6/12/2023 14:12,11/17/2020 13:41,system
B230647O198I,230647,198,n156hca-eba Lp156wf9 SPC1 FHD IPS No tabs Smaller Baby SHIP#1950,Yes,460479,"HP Spare Part L62781-001 LCD LED Screen 15.6"" FHD REPLACEMENT Panel",https://www.blisscomputers.net/hp-spare-part-l62781-001-lcd-led-screen-15-6-fhd-replacement-panel-new-230647/,Yes,No,No,75,,10,,,,#ending3letter,,,HP L62781-001,"15.6 FHD AG LED UWVA 250 fHDC IRslimNWBZ 15.6 FHD AG LED UWVA 250 fHDC slim NWBZ 15.6 FHD AG LED UWVA 250 fWWAN slim NWBZ 15.6 FHD AG LED UWVA 250 slim NWBZ 15.6 FHD AG LED UWVA250fWWANfHDCslimNWBZ 15.6 FHD AGLEDUWVA250fWWANfHDCIRslimNWBZ E850G6X78665UJN256FINCN16NNue Elitebook 850 G6-IDSUMA i7-8665U-IR SLIM HP Elitebook 850 G6 i5-8265U 15 16GB/1T PC HP Elitebook 850 G6 i5-8265U 15 16GB/1T PC Intel HP Elitebook 850 G6 i5-8265U 15 16GB/256 LTEA PC HP Elitebook 850 G6 i5-8265U 15 16GB/256 PC HP Elitebook 850 G6 i5-8265U 15 16GB/512 LTEA PC HP Elitebook 850 G6 i5-8265U 15 16GB/512 PC HP Elitebook 850 G6 i5-8265U 15 16GB/512 PC Intel HP Elitebook 850 G6 i5-8265U 15 4GB/256 PC HP Elitebook 850 G6 i5-8265U 15 4GB/512 PC HP Elitebook 850 G6 i5-8265U 15 8GB/256 LTEA PC HP Elitebook 850 G6 i5-8265U 15 8GB/256 PC HP Elitebook 850 G6 i5-8265U 15 8GB/256 PC Intel HP Elitebook 850 G6 i5-8265U 15 8GB/512 LTEA PC HP Elitebook 850 G6 i5-8265U 15 8GB/512 PC HP Elitebook 850 G6 i5-8265U 15 8GB/512 PC Intel HP Elitebook 850 G6 i5-8365U 15 16GB/1T PC HP Elitebook 850 G6 i5-8365U 15 16GB/256 LTEA PC HP Elitebook 850 G6 i5-8365U 15 16GB/256 PC HP Elitebook 850 G6 i5-8365U 15 16GB/256 PC Intel HP Elitebook 850 G6 i5-8365U 15 16GB/512 LTEA PC HP Elitebook 850 G6 i5-8365U 15 16GB/512 PC HP Elitebook 850 G6 i5-8365U 15 16GB/512 PC Intel HP Elitebook 850 G6 i5-8365U 15 32GB/1T PC HP Elitebook 850 G6 i5-8365U 15 32GB/256 PC HP Elitebook 850 G6 i5-8365U 15 32GB/2T PC HP Elitebook 850 G6 i5-8365U 15 32GB/512 PC HP Elitebook 850 G6 i5-8365U 15 4GB/128 PC HP Elitebook 850 G6 i5-8365U 15 4GB/256 PC HP Elitebook 850 G6 i5-8365U 15 4GB/512 PC HP Elitebook 850 G6 i5-8365U 15 8GB/128 PC HP Elitebook 850 G6 i5-8365U 15 8GB/1T PC HP Elitebook 850 G6 i5-8365U 15 8GB/256 LTEA PC HP Elitebook 850 G6 i5-8365U 15 8GB/256 PC HP Elitebook 850 G6 i5-8365U 15 8GB/256 PC Intel HP Elitebook 850 G6 i5-8365U 15 8GB/512 LTEA PC HP Elitebook 850 G6 i5-8365U 15 8GB/512 PC HP Elitebook 850 G6 i5-8365U 15 8GB/512 PC Intel HP Elitebook 850 G6 i7-8565U 15 16GB/1T PC HP Elitebook 850 G6 i7-8565U 15 16GB/1T PC Intel HP Elitebook 850 G6 i7-8565U 15 16GB/256 LTEA PC HP Elitebook 850 G6 i7-8565U 15 16GB/256 PC HP Elitebook 850 G6 i7-8565U 15 16GB/256 PCIntel HP Elitebook 850 G6 i7-8565U 15 16GB/512 LTEA PC HP Elitebook 850 G6 i7-8565U 15 16GB/512 PC HP Elitebook 850 G6 i7-8565U 15 16GB/512 PC Inte HP Elitebook 850 G6 i7-8565U 15 16GB/512 PC Intel HP Elitebook 850 G6 i7-8565U 15 32GB/256 PC HP Elitebook 850 G6 i7-8565U 15 32GB/512 PC HP Elitebook 850 G6 i7-8565U 15 4GB/256 PC HP Elitebook 850 G6 i7-8565U 15 4GB/512 PC HP Elitebook 850 G6 i7-8565U 15 8GB/256 LTEA PC HP Elitebook 850 G6 i7-8565U 15 8GB/256 PC HP Elitebook 850 G6 i7-8565U 15 8GB/256 PC Intel HP Elitebook 850 G6 i7-8565U 15 8GB/512 PC HP Elitebook 850 G6 i7-8665U 15 16GB/128 PC HP Elitebook 850 G6 i7-8665U 15 16GB/1T PC HP Elitebook 850 G6 i7-8665U 15 16GB/256 LTEA PC HP Elitebook 850 G6 i7-8665U 15 16GB/256 PC HP Elitebook 850 G6 i7-8665U 15 16GB/256 PC Intel HP Elitebook 850 G6 i7-8665U 15 16GB/512 LTEA PC HP Elitebook 850 G6 i7-8665U 15 16GB/512 PC HP Elitebook 850 G6 i7-8665U 15 16GB/512 PCIntel HP Elitebook 850 G6 i7-8665U 15 32GB/1T PC HP Elitebook 850 G6 i7-8665U 15 32GB/256 LTEA PC HP Elitebook 850 G6 i7-8665U 15 32GB/256 PC HP Elitebook 850 G6 i7-8665U 15 32GB/512 LTEA PC HP Elitebook 850 G6 i7-8665U 15 32GB/512 PC HP Elitebook 850 G6 i7-8665U 15 4GB/512 PC HP Elitebook 850 G6 i7-8665U 15 64GB/1T PC HP Elitebook 850 G6 i7-8665U 15 64GB/2T PC HP Elitebook 850 G6 i7-8665U 15 64GB/512 LTEA PC HP Elitebook 850 G6 i7-8665U 15 64GB/512 PC HP Elitebook 850 G6 i7-8665U 15 8GB/1T PC HP Elitebook 850 G6 i7-8665U 15 8GB/256 LTEA PC HP Elitebook 850 G6 i7-8665U 15 8GB/256 PC HP Elitebook 850 G6 i7-8665U 15 8GB/256 PC Intel HP Elitebook 850 G6 i7-8665U 15 8GB/512 LTEA PC HP Elitebook 850 G6 i7-8665U 15 8GB/512 PC HP Elitebook 850 G6NT i5-8265U 15 8GB/512 LTEA PC HP EliteBook 850 G6 i5 ax WWAN HP EliteBook 850 G6 i5 ax no WWAN HP EliteBook 850 G6 i7 ax WWAN HP EliteBook 850 G6 i7 ax no WWAN HP K12 Elitebook 850 G6 i5-8265U 15 16GB/256 PC HP K12 Elitebook 850 G6 i5-8265U 15 4GB/256 PC HP K12 Elitebook 850 G6 i5-8265U 15 8GB/256 PC HP K12 Elitebook 850 G6 i5-8365U 15 8GB/256 PC HP K12 Elitebook 850 G6 i5-8365U 15 8GB/512 PC HP K12 Elitebook 850 G6 i7-8565U 15 16GB/256 PC HP K12 Elitebook 850 G6 i7-8565U 15 8GB/512 PC I HP K12 Elitebook 850 G6 i7-8665U 15 16GB/1T PC HP K12 Zbook 15u G6 i7-8565U 15.6 16GB/512 PC HP Zbook 15u G6 i5-8265U 15.6 16GB/1T PC HP Zbook 15u G6 i5-8265U 15.6 16GB/256 PC HP Zbook 15u G6 i5-8265U 15.6 16GB/512 PC HP Zbook 15u G6 i5-8265U 15.6 32GB/512 PC HP Zbook 15u G6 i5-8265U 15.6 8GB/256 LTEA PC HP Zbook 15u G6 i5-8265U 15.6 8GB/256 PC HP Zbook 15u G6 i5-8265U 15.6 8GB/512 PC HP Zbook 15u G6 i5-8265U 15.6 8GB/512 PC Int HP Zbook 15u G6 i5-8365U 15.6 16GB/1T PC HP Zbook 15u G6 i5-8365U 15.6 16GB/256 PC HP Zbook 15u G6 i5-8365U 15.6 16GB/512 PC HP Zbook 15u G6 i5-8365U 15.6 4GB/256 PC HP Zbook 15u G6 i5-8365U 15.6 8GB/128 PC HP Zbook 15u G6 i5-8365U 15.6 8GB/256 PC HP Zbook 15u G6 i5-8365U 15.6 8GB/512 PC HP Zbook 15u G6 i7-8565U 15.6 16GB/1T PC HP Zbook 15u G6 i7-8565U 15.6 16GB/256 PC HP Zbook 15u G6 i7-8565U 15.6 16GB/256 PC In HP Zbook 15u G6 i7-8565U 15.6 16GB/256 PC Int HP Zbook 15u G6 i7-8565U 15.6 16GB/512 LTEAPC HP Zbook 15u G6 i7-8565U 15.6 16GB/512 PC HP Zbook 15u G6 i7-8565U 15.6 32GB/1T PC HP Zbook 15u G6 i7-8565U 15.6 32GB/1T PC Inte HP Zbook 15u G6 i7-8565U 15.6 32GB/512 PC HP Zbook 15u G6 i7-8565U 15.6 4GB/256 PC HP Zbook 15u G6 i7-8565U 15.6 8GB/256 LTEA PC HP Zbook 15u G6 i7-8565U 15.6 8GB/256 PC HP Zbook 15u G6 i7-8565U 15.6 8GB/512 PC HP Zbook 15u G6 i7-8665U 15.6 16GB/1T PC HP Zbook 15u G6 i7-8665U 15.6 16GB/256 LTEAPC HP Zbook 15u G6 i7-8665U 15.6 16GB/256 PC HP Zbook 15u G6 i7-8665U 15.6 16GB/256 PC In HP Zbook 15u G6 i7-8665U 15.6 16GB/512 LTEAPC HP Zbook 15u G6 i7-8665U 15.6 16GB/512 PC HP Zbook 15u G6 i7-8665U 15.6 32GB/1T PC HP Zbook 15u G6 i7-8665U 15.6 32GB/1T PC Int HP Zbook 15u G6 i7-8665U 15.6 32GB/256 LTEAPC HP Zbook 15u G6 i7-8665U 15.6 32GB/256 PC HP Zbook 15u G6 i7-8665U 15.6 32GB/2T PC HP Zbook 15u G6 i7-8665U 15.6 32GB/512 LTEAPC HP Zbook 15u G6 i7-8665U 15.6 32GB/512 PC HP Zbook 15u G6 i7-8665U 15.6 8GB/128 PC HP Zbook 15u G6 i7-8665U 15.6 8GB/256 PC HP Zbook 15u G6 i7-8665U 15.6 8GB/512 PC Mobile Developer Workplace, HP EB 850 G6 RWE ZB15u G6",,0,39,11/24/2023 15:23,3/8/2021 23:03,0000-00-00 00:00:00,2/2/2021 20:04,system
B251822EJ82W,251822,1982,"5D10S39587 Lenovo YOGA C740 81TC 14.0"" FHD Touch Screen Assembly",Yes,469298,"5d10t77941 M140nwfa Lenovo LCD 14.0"" FHD Touch C740-14iml 81TC",https://www.blisscomputers.net/5d10t77941-m140nwfa-lenovo-lcd-14-0-fhd-touch-c740-14iml-81tc-251822/,Yes,No,No,391.46,,10,,,,#OpenBox,,,SBB0U34381 NV140FHM-N65 Lenovo 5D10S39587 Lenovo 5D10T77942 NV140FHM-N65 Lenovo 5D10S39587 Lenovo 5D10T77942 SBB0U34381 N140HCE-ET2 REV.C1 Lenovo 5d10t77941 m140nwfa r3 hw1.1 Lenovo 5D10U55853,Lenovo Yoga C740-14IML Lenovo Yoga C740-14IML 81TC,,0,3,7/1/2024 5:37,6/10/2021 19:06,0000-00-00 00:00:00,5/30/2021 15:35,system
B217896TJ84A,217896,1984,Lenovo W541 T550 W550S 04X4064 VVX16T028J00 Touch Screen Assembly ** Special order **,Yes,426654,"Lenovo ThinkPad W550s 15.6"" FHD++ Touch Screen LCD Panel 04W0014",https://www.blisscomputers.net/new-lenovo-thinkpad-w550s-15-6-fhd-touch-screen-lcd-panel-04w0014-217896/,Yes,No,No,,,,,,,,,Compatible PN VVX16T028J00,VVX16T028J00 Lenovo 04W0014 Lenovo 04W0015 Lenovo 04X4064,,,0,1,6/22/2022 12:14,11/18/2020 17:11,0000-00-00 00:00:00,11/18/2020 10:58,system
B314010ZJ88J,314010,1988,"JTMV8 LP156WF5 Dell Inspiron 7547 7548 15.6"" FHD Touch Screen Assembly Complete ** Special Order**",Yes,556180,"Dell Inspiron 7548 15.6"" Laptop FHD LCD Touch Screen Complete Assembly",https://www.blisscomputers.net/dell-inspiron-7548-15-6-laptop-fhd-lcd-touch-screen-complete-assembly-314010/,Yes,No,No,,,,,,,#Addition_RR_Auto #Assembly #CompleteAssembly #TOUCH,,,,,,0,1,7/10/2024 14:21,10/26/2022 2:10,0000-00-00 00:00:00,4/28/2022 11:03,system
B218510IJ89W,218510,1989,"X3W94 Dell Inspiron 5582 5591 15.6"" Touch Screen Assembly 2-in-1",Yes,430987,"Dell OEM Inspiron 15 5582 5591 2-in-1 FHD 15.6"" Touch Screen LCD Widescreen Digitizer Glass 676GM",https://www.blisscomputers.net/new-dell-oem-inspiron-15-5582-5591-2-in-1-fhd-15-6-touch-screen-lcd-widescreen-digitizer-glass-676gm-218510/,Yes,No,No,,,,,,,,,,b156han02.3 dp/n # 0k1mp9 Dell 676GM 0676GM,Dell Inspiron 15 (5582 / 5591),,0,16,2/14/2024 17:19,12/15/2020 17:12,0000-00-00 00:00:00,12/15/2020 17:34,system
B101985R199J,101985,199,LTN154AT12 NON PRESS CONNECTOR Samsung or LG no AUO,Yes,23488,"Dell Studio 1537 Lp154wx7(tl)(b1) REPLACEMENT LAPTOP LCD Screen 15.4"" WXGA LED DIODE ONLY",https://www.blisscomputers.net/dell-studio-1537-lp154wx7-tl-b1-replacement-laptop-lcd-screen-15-4-wxga-led-diode-only-101985/,Yes,No,No,0,,0,,,,,old group LP154WX7(TL)(B1),This laptop uses more then one type screen. For easy reference we have listed LCD part number in product title. Please match up your existing LCD part number with screen part number listed in title of product. Our experience says listing is compatible to that part number only.,,,,0,16,12/5/2014 17:55,2/11/2015 17:02,0000-00-00 00:00:00,0000-00-00 00:00:00,chanddr
B218041ZJ90I,218041,1990,HP 15-P 763576-001 774189-001 **1279+++688** 763576-001 Touch Screen ** Special order **,Yes,426799,"HP Envy 15-K220NR 763576-001 15.6"" Touch Screen Assembly",https://www.blisscomputers.net/hp-envy-15-k220nr-763576-001-15-6-touch-screen-assembly-218041/,Yes,No,No,,,,,,,#Assembly,,,,,,0,2,3/11/2022 18:58,11/24/2020 16:11,0000-00-00 00:00:00,11/24/2020 15:20,system
B669717XJ94Y,669717,1994,90NB0GB0-R20010 Asus Vivobook TP510u #1489 + #198 Desneudo,Yes,326897,REPLACEMENT FHD IPS LCD Display Touch Screen Digitizer Assembly ASUS VivoBook Flip 15 TP510 TP510U TP510UA TP510UQ Series TP510UA-DH71T TP510UA-RH31T TP510UA-SB71T TP510UQ-IH74T NO Bezel,https://www.blisscomputers.net/replacement-fhd-ips-lcd-display-touch-screen-digitizer-assembly-asus-vivobook-flip-15-tp510-tp510u-tp510ua-tp510uq-series-tp510ua-dh71t-tp510ua-rh31t-tp510ua-sb71t-tp510uq-ih74t-no-bezel-669717/,Yes,No,No,155.97,,10,,,,#Assembly,,,B156HAN02.1 Asus 90NB0GB0-R20010,,,0,5,11/4/2022 4:11,9/28/2019 8:09,0000-00-00 00:00:00,9/12/2019 19:52,rahul
B209268QJ96C,209268,1996,"90400209 90400210 lenovo Ideapad Flex 15 Type 80C5 15.6"" WXGA HD Touch Screen Assembly ** Special order **",Yes,417930,Lenovo Flex 15 Touch Assembly 90400210,https://www.blisscomputers.net/lenovo-flex-15-touch-assembly-new-90400210-209268/,Yes,No,No,754.61,,10,,,,#Assembly,,,Lenovo 90400210 Lenovo 90400209 B156XTT01.0,Lenovo Flex 15 Laptop (ideapad) - Type 80C5,,0,1,5/13/2021 13:35,9/20/2020 22:09,0000-00-00 00:00:00,9/20/2020 14:32,rahul
B218279UJ98C,218279,1998,Tabs brackets for 30 pin Screen #1144 #1034,Yes,427674,"metal tabs 14.0"" Screen",https://www.blisscomputers.net/metal-tabs-14-0-screen-218279/,Yes,No,No,,,,,,,,,,,,,0,1,11/19/2021 15:33,12/3/2020 16:12,0000-00-00 00:00:00,12/3/2020 12:13,system
B006572W002S,6572,2,EOL LTN140W2,No,,"Gateway M285-e Replacement LAPTOP LCD Screen 14.0"" WXGA Single Lamp",/gateway-m285-e-replacement-laptop-lcd-screen-14-0-wxga-ccfl-single-6572/,Yes,No,No,0,,0,,,,,,,,,,0,2,11/13/2012 22:15,0000-00-00 00:00:00,0000-00-00 00:00:00,0000-00-00 00:00:00,chanddr
B617994M020Q,617994,20,R140NWF5 B140HAK01.0 T470 BUMPY CONNECTOR Narrow 40 pins Buy #1645,Yes,55018,"14"" LED LCD Touch Screen Lenovo ThinkPad T470s SD10M65528 00UR895 1920x1080",https://www.blisscomputers.net/14-led-lcd-touch-screen-lenovo-thinkpad-t470s-sd10m65528-00ur895-1920x1080-617994/,Yes,No,No,131.67,,5,,,,#Hallahal,,,Lenovo SD10M65528 Lenovo 00UR895 R140NWF5 R1 00NY421 00NY442 SD10K93460 Lenovo SD10M65528 Lenovo 00UR895 SD10M84001 R140NWF5 R1 Lenovo SD10M65528 Lenovo 00UR895 R140NWF5 R1 00NY421 00NY442 SD10K93460 SD10M84001 R140NWF5 R1,"Lenovo ThinkPad T470S 20JS 20JT LENOVO T470s (type 20HF, 20HG) Laptop (ThinkPad) - Type 20HG",1. We need your screen part number in check out notes to process order.,0,10,3/5/2019 16:05,1/2/2019 13:01,2/2/2021 19:51,1/18/2018 16:32,system
B218330SK01I,218330,2001,"CX35W DELL INSPIRON 7586 fhd 15.6"" FHD Touch Screen Assembly $55 Target",Yes,430351,"CX35W Dell 15.6"" FHD Touch Screen LCD Assembly I7586-5045SLV",https://www.blisscomputers.net/cx35w-dell-15-6-fhd-touch-screen-lcd-assembly-i7586-5045slv-218330/,Yes,No,No,,,,,,,#Assembly,,,Dell CX35W 0CX35W,Dell CX35W 0CX35W Dell Inspiron 15 7586 2-in-1,,0,3,10/19/2022 20:10,12/8/2020 19:12,0000-00-00 00:00:00,12/7/2020 15:04,system
B218337BK03C,218337,2003,REFURBISHED LP156UD1 SP C1 15.6 4K 40 PIN THIN FRAME,No,,"LP156UD1(SP)(B1) LAPTOP LED LCD Screen LP156UD1-SPB1 15.6""",/lp156ud1-sp-b1-laptop-led-lcd-screen-lp156ud1-spb1-15-6-218337/,Yes,No,No,,,,,,,,,,6091L-2915B K16K04LK-131 5s16100014 LP156UD1-SPB1 LP156UD1(SP)(B1),,,0,1,4/8/2023 15:24,12/8/2020 19:12,5/18/2023 16:51,12/7/2020 17:15,system
B695055KK06W,695055,2006,"HP 732289-001 HP Split 13-M 13.3"" FHD Touch Screen Assembly ** Special Order **",Yes,332192,HP Split X2 739057-001 LCD LED Touch Screen Display Bezel Assembly,https://www.blisscomputers.net/hp-split-x2-739057-001-lcd-led-touch-screen-display-bezel-assembly-695055/,Yes,No,No,0,,0,,,,#Assembly,,,HP 739057-001,HP SPLIT 13-M102XX X2 PC HP SPLIT 13-M110CA X2 PC HP SPLIT 13-M110DX X2 PC HP SPLIT 13-M210CA X2 PC HP SPLIT 13-M210DX X2 PC HP SPLIT 13T-M000 X2 PC HP SPLIT 13T-M000 X2 REFURB PC HP SPLIT 13T-M100 X2 PC HP Split 13-m100br x2 PC HP Split 13-m100la x2 PC HP Split 13-m101TU x2 PC HP Split 13-m102TU x2 PC HP Split 13-m103TU x2 PC HP Split 13-m104TU x2 PC HP Split 13-m105TU x2 PC HP Split 13-m110br x2 PC,,0,2,7/22/2022 19:20,11/13/2019 1:11,0000-00-00 00:00:00,11/11/2019 14:23,chanddr
B218487NK09S,218487,2009,"02XR052 Lenovo X1 extreme gen 2 15.6"" OLED UHD Touch Screen Assembly same as #2622",Yes,430806,"02HM883 02XR052 02HM884 Lenovo X1 Extreme Touch 15.6"" OLED 4K UHD",https://www.blisscomputers.net/02hm883-02xr052-02hm884-lenovo-x1-extreme-touch-15-6-oled-4k-uhd-218487/,Yes,No,No,499,,10,,,,#ending3letter,,,SBB0U39721 Lenovo 02XR052 Lenovo 02XR052 Lenovo SBB0U39731 Lenovo 02XR052 Lenovo SD10Q66969,"Lenovo X1 Extreme 2nd Gen (Type 20QV, 20QW) Laptop (ThinkPad) - Type 20QV LENOVO P1 Gen 2 (Type 20QT, 20QU) Laptop (ThinkPad) - Type 20QT Lenovo X1 Extreme 2nd Gen (Type 20QV, 20QW) Laptop (ThinkPad) - Type 20QV Lenovo X1 Extreme 2nd Gen (Type 20QV, 20QW) Laptop (ThinkPad) - Type 20QV Lenovo X1 Extreme 2nd Gen (Type 20QV, 20QW) Laptop (ThinkPad) - Type 20QV Lenovo P1 Gen 2 (Type 20QT, 20QU) Laptop (ThinkPad) - Type 20QT",,0,13,5/24/2024 11:21,12/15/2020 11:12,0000-00-00 00:00:00,12/15/2020 11:25,system
B218603VK10W,218603,2010,Unlocking to Locking Cable for 23.8 Inch Type 1 Type 2 to make #1638 Common,Yes,454973,"Unlocking to Locking Cable 23.8""",https://www.blisscomputers.net/unlocking-to-locking-cable-23-8-218603/,Yes,No,No,,,,,,,,,,,,,0,4,11/14/2023 13:47,12/22/2020 12:12,0000-00-00 00:00:00,12/22/2020 11:26,system
B218631XK11G,218631,2011,"937421-001 HP 1020 G2 12.5"" FHD Touch Screen Assembly - COMPLETE ASSEMBLY",Yes,455008,"HP 12.5"" Led FHD IPS LCD Touch Assembly L02470-001",https://www.blisscomputers.net/hp-12-5-led-fhd-ips-lcd-touch-assembly-l02470-001-218631/,Yes,No,No,,,,,,,#Assembly,,,,HP Elitebook X360 1020 G2 i5-7200U 12 16GB/256 PC HP Elitebook X360 1020 G2 i5-7200U 12 16GB/512 PC HP Elitebook X360 1020 G2 i5-7200U 12 8GB/128 PC HP Elitebook X360 1020 G2 i5-7200U 12 8GB/256 PC HP Elitebook X360 1020 G2 i5-7200U 12 8GB/256 PC I HP Elitebook X360 1020 G2 i5-7200U 12 8GB/512 PC HP Elitebook X360 1020 G2 i5-7300U 12 16GB/256 PC HP Elitebook X360 1020 G2 i5-7300U 12 16GB/360 PC HP Elitebook X360 1020 G2 i5-7300U 12 16GB/512 PC HP Elitebook X360 1020 G2 i5-7300U 12 8GB/128 PC HP Elitebook X360 1020 G2 i5-7300U 12 8GB/256 PC HP Elitebook X360 1020 G2 i5-7300U 12 8GB/360 PC HP Elitebook X360 1020 G2 i5-7300U 12 8GB/360 PC I HP Elitebook X360 1020 G2 i5-7300U 12 8GB/512 PC HP Elitebook X360 1020 G2 i7-7500U 12 16GB/360 PC HP Elitebook X360 1020 G2 i7-7500U 12 16GB/512 PC HP Elitebook X360 1020 G2 i7-7500U 12 8GB/1T PC HP Elitebook X360 1020 G2 i7-7500U 12 8GB/1T PC In HP Elitebook X360 1020 G2 i7-7500U 12 8GB/256 PC HP Elitebook X360 1020 G2 i7-7500U 12 8GB/512 PC HP Elitebook X360 1020 G2 i7-7500U 12 8GB/512 PC I HP Elitebook X360 1020 G2 i7-7600U 12 16GB/1T PC HP Elitebook X360 1020 G2 i7-7600U 12 16GB/1T PC I HP Elitebook X360 1020 G2 i7-7600U 12 16GB/256 PC HP Elitebook X360 1020 G2 i7-7600U 12 16GB/360 PC HP Elitebook X360 1020 G2 i7-7600U 12 16GB/512 PC HP Elitebook X360 1020 G2 i7-7600U 12 8GB/256 PC HP Elitebook X360 1020 G2 i7-7600U 12 8GB/360 PC HP Elitebook X360 1020 G2 i7-7600U 12 8GB/512 PC HP K12 Elitebook X360 1020 G2 i5-7200U 128GB/256PC HP K12 Elitebook X360 1020 G2 i7-7500U 128GB/256PC X360 1020 G2,,0,16,7/11/2023 11:30,12/22/2020 21:12,0000-00-00 00:00:00,12/22/2020 15:51,system
B217433ZK14I,217433,2014,LQ133M1JW41 13.3 Screen 13.3 FHD for Razor need exact,Yes,455088,"Razer Blade Stealth i7-8565U LQ133M1JW41 13.3"" Screen Narrow",https://www.blisscomputers.net/razer-blade-stealth-i7-8565u-lq133m1jw41-13-3-screen-narrow-217433/,Yes,No,No,,,,,,,,,,LQ133M1JW41,Razer Blade Stealth i7 Razer Blade Stealth 13 RZ09 Toshiba Dynabook GX83,,0,5,5/23/2023 15:48,12/24/2020 17:12,0000-00-00 00:00:00,11/6/2020 12:51,system
B697351LK15W,697351,2015,JP0GM Dell Inspiron 7573 40 Pin 4K Assembly,Yes,400197,"15.6"" Dell Inspiron 15 7573 LCD Touch Screen top assembly 3840x2160 black",https://www.blisscomputers.net/15-6-dell-inspiron-15-7573-lcd-touch-screen-top-assembly-3840x2160-black-697351/,Yes,No,No,366.19,,10,,,,#Assembly #CompleteAssembly,,,,,,0,1,7/13/2021 21:08,1/2/2020 19:01,0000-00-00 00:00:00,1/2/2020 13:45,rahul
B655764OK16K,655764,2016,lq133d1jw33B IGZO Screen Hanging Inverter,Yes,367050,"4K 13.3"" UHD IGZO laptop LCD Screen Sharp LQ133D1JW33 Display Panel 40 Pin",https://www.blisscomputers.net/4k-13-3-uhd-igzo-laptop-lcd-screen-sharp-lq133d1jw33-display-panel-40-pin-655764/,Yes,No,No,250,,10,,,,,,,LQ133D1JW33,,,0,12,4/5/2022 18:42,12/16/2019 18:12,0000-00-00 00:00:00,7/5/2019 19:22,rahul
B221333XK18O,221333,2018,HF Dell Latitude 3310 7Y0MM Touch Screen Assembly Round Bezel extra board,Yes,456217,"Dell Latitude 3310 LCD LED Touch Screen 13.3"" FHD IPS Panel Display 0tg1wm",https://www.blisscomputers.net/dell-latitude-3310-lcd-led-touch-screen-13-3-fhd-ips-panel-display-0tg1wm-221333/,Yes,No,No,,,,,,,,,,Dell 391-BEWY B133HAB01.0 Dell 07Y0MM 7Y0MM Dell THCYG 0THCYG B133HAB01.0 TG1WM Dell 391-BEWY B133HAB01.0 Dell 07Y0MM 7Y0MM Dell THCYG 0THCYG Dell TG1WM 0TG1WM,Dell Latitude 3310,,0,72,7/20/2023 17:52,1/15/2021 15:01,0000-00-00 00:00:00,1/15/2021 14:19,system
