Title_1,Title_3,Title_2,Part_2,Model_1,Model_2,Desc_1,Price
" HP LCD Display Panel 11.6"" BV LED UWVA TCH",Replacement Screen Display, L52562-001,,"HP CB11G7 CelN4000 11 4GB/32 PC - 6QY30UT, HP CB11G7 CelN4000 11 4GB/32 PC - 7AL36PA, HP CB11G7 CelN4000 11 4GB/32 PC - 7DC80EA, HP CB11G7 CelN4000 11 4GB/32 PC - 7DD46EA, HP CB11G7 CelN4000 11 4GB/32 PC - 7FU31UC, HP CB11G7 CelN4000 11 4GB/32 PC - 7FU32UC, HP CB11G7 CelN4000 11 4GB/32 PC - 7QL11EA, HP CB11G7 CelN4000 11 4GB/32 PC - 7UT58EC, HP CB11G7 CelN4000 11 4GB/32 PC Intel - - 7DC02EA, HP CB11G7 CelN4000 11 4GB/32 PC Intel - - 7QL03ES",,,499
" HP LCD Display Panel 11.6"" HD AG LED UWVA TCH",Replacement Screen Display, L89785-001,,"HP CB11G8 CelN4000 11 4GB/32 PC - 1F5F5PA, HP CB11G8 CelN4020 11 4GB/32 PC - 195M9PA, HP CB11G8 CelN4020 11 4GB/32 PC - 1A764UT, HP CB11G8 CelN4020 11 4GB/32 PC - 1N5S5UC, HP CB11G8 CelN4020 11 4GB/32 PC Intel - - 9VX67EA, HP CB11G8 CelN4020 11 4GB/32 PC Intel - - 9VX68EA, HP CB11G8 CelN4020 11 4GB/32 PC Intel CN - 117N3ES, HP CB11G8 CelN4020 11 4GB/64 PC - 1J2Q0PA, HP CB11G8 CelN4020 11 4GB/64 PC - 9ZB90PA, HP CB11G8 CelN4120 11 4GB/32 PC - 183D8PA",,,411.94
 HP SPS-LCD RAW PANEL 11.6 HD UWVA AG SLIM,Replacement Screen Display, 822629-001,,"HP CHROMEBOOK 11 G4 - H0Y71EC, HP CHROMEBOOK 11 G4 - H0Y71ECR, HP CHROMEBOOK 11 G4 - N6R26AA, HP CHROMEBOOK 11 G4 - N6R28AA, HP CHROMEBOOK 11 G4 - N6R30AA, HP CHROMEBOOK 11 G4 - N6R32AA, HP Chromebook 11 G4 - P0B75UA, HP Chromebook 11 G4 - P0B75UT, HP CHROMEBOOK 11 G4 - P0B75UTR, HP Chromebook 11 G4 - P0B76UA",,,276.23
" HP LCD Display Panel 11.6"" HD AG SVA 220 Slim",Replacement Screen Display, M44255-001,,"HP Chromebook 11MK G9 Education Edition (2P1K3AV) - 408J5PA, HP Chromebook 11MK G9 Education Edition (432U1AV) - 512D4PA, HP Chromebook 11MK G9 Education Edition (432U1AV) - 604F2PA, HP Chromebook 11MK G9 Education Edition (432U1AV) - 63B33PA, HP Chromebook 11MK G9 Education Edition (432U1AV) - 63H62PA, HP Chromebook 11MK G9 Education Edition (432U1AV) - 65M58PA, HP Chromebook 11MK G9 EE - 349Y8UT, HP Chromebook 11MK G9 EE - 436B7UT",,,304.18
" HP PNL, LCD 11.6 HD BV LED UWVA TSW/BZL",Replacement Screen Display, 928588-001,,"HP CBx36011G1 CelN3350 11 4GB/16 PC - 3PE05PA, HP CBx36011G1 CelN3350 11 4GB/16 PC - 3XU44LA, HP CBx36011G1 CelN3350 11 4GB/16 PC - 4DP98LA, HP CBx36011G1 CelN3350 11 4GB/16 PC - 4LT79ES, HP CBx36011G1 CelN3350 11 4GB/16 PC - 5TS71PA, HP CBx36011G1 CelN3350 11 4GB/32 PC - 2DQ88LA, HP CBx36011G1 CelN3350 11 4GB/32 PC - 2RA54PA, HP CBx36011G1 CelN3350 11 4GB/32 PC - 2RB04PA, HP CBx36011G1 CelN3350 11 4GB/32 PC - 3FS63PA, HP CBx36011G1 CelN3350 11 4GB/32 PC - 3PF83PA",,,488.25
" HP LCD Display Panel 11.6"" HD BV LED 220 DGTZR Touch Screen",Replacement Screen Display, L92338-001,,"HP CBx36011G3 CelN4000 11 4GB/32 PC - 1N5N4PA, HP CBx36011G3 CelN4000 11 4GB/32 PC Int - 12X35EA, HP CBx36011G3 CelN4000 11 4GB/32 PC Int - 12X36EA, HP CBx36011G3 CelN4000 11 4GB/32 PC Int - 12X46EA, HP CBx36011G3 CelN4020 11 4GB/32 PC - 1A768UT, HP CBx36011G3 CelN4020 11 4GB/32 PC - 1B9R0PA, HP CBx36011G3 CelN4020 11 4GB/32 PC - 1N5R1US, HP CBx36011G3 CelN4020 11 4GB/32 PC - 21H65UP, HP CBx36011G3 CelN4020 11 4GB/32 PC Int - 12X47EA, HP CBx36011G3 CelN4020 11 4GB/32 PC Int - 9TV72EA",,,1136.99
 HP SPS-PANEL RAW LCD 13.3 LED FHD UWVA AG,Replacement Screen Display, 859533-001,,"HP 13 Pro M5-6Y57 13.3 4GB/32 PC - Y2B06US, HP 13 Pro M5-6Y57 13.3 8GB/32 PC - Y5X22PA, HP CB13G1 M3-6Y30 13 4GB/32 PC - 2SV65PA, HP CB13G1 M5-6Y57 13 8GB/32 PC - 3AT07PA, HP CB13G1 M5-6Y57 13 8GB/32 PC - 4VV49LT, HP CB13G1 M5-6Y57 13 8GB/32 PC - 5DL83LA, HP CHROMEBOOK 13 G1 - T6R48EA, HP Chromebook 13 G1 - W0S99UT, HP CHROMEBOOK 13 G1 - W0S99UTR, HP Chromebook 13 G1 - W0T00UT",,,388.08
 HP SPS-LCD RAW PANEL 14 FHD UWVA AG SLIM,Replacement Screen Display, 830016-001,,"HP CHROMEBOOK 14 G4 - H0Y72EC, HP CHROMEBOOK 14 G4 - P5R32EA, HP CHROMEBOOK 14 G4 - P5T61EA, HP CHROMEBOOK 14 G4 - P5T61EAR, HP CHROMEBOOK 14 G4 - P5T62EA, HP CHROMEBOOK 14 G4 - P5T62EAR, HP CHROMEBOOK 14 G4 - P5T64EA, HP CHROMEBOOK 14 G4 - P5T64EAR, HP CHROMEBOOK 14 G4 - P5T65EA, HP CHROMEBOOK 14 G4 - P5T65EAR",,,347.45
 HP SPS-RAW PANEL LCD 14 HD BV LED SVA,Replacement Screen Display, L14350-001,,"HP CB14G5 CelN3350 14 4GB/16 PC - 5TH38US, HP CB14G5 CelN3350 14 4GB/16 PC - 9FK68UT, HP CB14G5 CelN3350 14 4GB/16 PC Intel CN - 3PD95UT, HP CB14G5 CelN3350 14 4GB/32 PC - 3QN50PA, HP CB14G5 CelN3350 14 4GB/32 PC - 6AF36US, HP CB14G5 CelN3350 14 4GB/32 PC - 9FK73UT, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 3UZ96UT, HP CB14G5 CelN3350 14 8GB/32 PC - 5WF77US, HP CB14G5 CelN3350 14 8GB/32 PC - 9FK71UT, HP CB14G5 CelN3350 14 8GB/32 PC Intel CN - 3PD87UT",,,499
 HP SPS-RAW PANEL LCD 14 FHD AG LED UWVA,Replacement Screen Display, L14347-001,,"HP CB14G5 CelN3350 14 4GB/32 PC - 3MV54LA, HP CB14G5 CelN3350 14 4GB/32 PC - 3MV64LT, HP CB14G5 CelN3350 14 4GB/32 PC - 4LS75EA, HP CB14G5 CelN3350 14 4GB/32 PC - 5FP67PA, HP CB14G5 CelN3350 14 4GB/32 PC - 5FP72PA, HP CB14G5 CelN3350 14 4GB/32 PC - 8AG08PA, HP CB14G5 CelN3350 14 4GB/32 PC Intel - - 3JY35AA, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 3GJ73EA, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 5PP21ES, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 5PP26ES",,,499
" HP LCD Display Raw Panel 14"" FHD BV LED UWVA",Replacement Screen Display, L14348-001,,"HP CB14G5 CelN3350 14 4GB/32 PC - 4LS76EA, HP CB14G5 CelN3350 14 4GB/32 PC - 5FP68PA, HP CB14G5 CelN3350 14 4GB/32 PC - 5FP70PA, HP CB14G5 CelN3350 14 4GB/32 PC - 6FG89US, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 3GJ76EA, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 5PP18ES, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 5TK20EA, HP CB14G5 CelN3350 14 8GB/32 PC - 6BW59US, HP CB14G5 CelN3350 14 8GB/32 PC Intel CN - 3VK05EA, HP CB14G5 CelN3350 14 8GB/32 PC Intel CN - 5PN88ES",,,445.51
" HP LCD Display Panel 14"" FHD AG LED UWVA",Replacement Screen Display, L90428-001,,"HP CBE14G6 CelN4020 14 8GB/64 PC - 268A8PA, HP CB14G6 CelN4000 14 4GB/32 PC - 182F8LA, HP CB14G6 CelN4000 14 4GB/32 PC - 182F9LA, HP CB14G6 CelN4000 14 8GB/32 PC - 182G0LA, HP CB14G6 CelN4020 14 4GB/32 PC - 173F6PA, HP CB14G6 CelN4020 14 4GB/32 PC - 1A715UT, HP CB14G6 CelN4020 14 4GB/32 PC - 1A715UTR, HP CB14G6 CelN4020 14 4GB/32 PC - 2B372PA, HP CB14G6 CelN4020 14 4GB/32 PC Intel - - 9TX91EA",,,493.71
" HP LCD Display Panel 14"" HD AG LED SVA",Replacement Screen Display, L90430-001,,"HP CBE14G6 CelN4020 14 4GB/32 PC - 15S95ES, HP CBE14G6 CelN4020 14 4GB/32 PC - 15S96ES, HP CB14G6 CelN4020 14 4GB/16 PC Intel CN - 9UQ91AA, HP CB14G6 CelN4020 14 4GB/16 PC Intel CN - 9UQ91AA, HP CB14G6 CelN4000 14 4GB/32 PC - 18R31PA, HP CB14G6 CelN4000 14 4GB/32 PC - 1F2G8PA, HP CB14G6 CelN4000 14 8GB/32 PC - 18U64PA",,,499
" HP LCD Display Raw Panel 14"" FHD AG UWVA 250",Replacement Screen Display, M47190-001,,HP Chromebook 14 G7 (2H2C3AV) - 408L0PA,,,499
" HP LCD Display Raw Panel 14"" FHD AG UWVA 250 TOP",Replacement Screen Display, M47191-001,,"HP Chromebook 14 G7 (2H2D3AV) - 408L2PA, HP Chromebook Enterprise 14 G7 (2H2C3AV) - 3V8G5AA",,,499
 HP SPS-DSPLY RAW PANEL 14 LED SVA BV HD,Replacement Screen Display, 740155-001,,"HP CHROMEBOOK 14 G1 - F7W49UA, HP CHROMEBOOK 14 G1 - F7W50UA, HP CHROMEBOOK 14 G1 - F7W51UA, HP CHROMEBOOK 14 G1 - G1K54AA, HP CHROMEBOOK 14 G1 - G1K55AA, HP CHROMEBOOK 14 G1 - G6G22PA, HP CHROMEBOOK 14 G1 - G8Z85PA, HP CHROMEBOOK 14 G1 - G8Z92PA, HP CHROMEBOOK 14 G1 - H6Q28EA, HP CHROMEBOOK 14 G1 - H6Q29EA",,,311.28
" HP LCD Display Raw Panel 14"" HD SVA AG FLAT",Replacement Screen Display, 830015-001,,"HP EliteBook x360 1030 G2 - 1RR85PA, HP CB14G4 CelN2840 14 4GB/16 PC - 2WW46LA, HP CB14G4 CelN2840 14 4GB/32 PC - 2WW47LA, HP CHROMEBOOK 14 G4 - H0Y72EC, HP CHROMEBOOK 14 G4 - P5R32EA, HP CHROMEBOOK 14 G4 - P5T61EA, HP CHROMEBOOK 14 G4 - P5T61EAR, HP CHROMEBOOK 14 G4 - P5T62EA, HP CHROMEBOOK 14 G4 - P5T62EAR",,,356.28
" HP LCD Display Raw Panel 14"" AG HD SVA fSNW FG",Replacement Screen Display, L46551-001,,"HP CB14AG5 A4-9120C 14 4GB/16 PC - 17J82PA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 183C9PA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7AE24AA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7CZ87UT, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7EJ19PA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7GF39US, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7QU81PA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 9MR56US, HP CB14AG5 A4-9120C 14 4GB/16 PC - 9NL53UT, HP CB14AG5 A4-9120C 14 4GB/16 PC - 9NL56UT",,,499
 HP SPS-LCD RAW PANEL 14 FHD UWVA AG SLIM,Replacement Screen Display, 830016-001,,"HP CHROMEBOOK 14 G4 - H0Y72EC, HP CHROMEBOOK 14 G4 - P5R32EA, HP CHROMEBOOK 14 G4 - P5T61EA, HP CHROMEBOOK 14 G4 - P5T61EAR, HP CHROMEBOOK 14 G4 - P5T62EA, HP CHROMEBOOK 14 G4 - P5T62EAR, HP CHROMEBOOK 14 G4 - P5T64EA, HP CHROMEBOOK 14 G4 - P5T64EAR, HP CHROMEBOOK 14 G4 - P5T65EA, HP CHROMEBOOK 14 G4 - P5T65EAR",,,347.45
 HP LCD RAW PANEL 14 FHD AG UWVA 250,Replacement Screen Display, L91591-001,,"HP Chromebook - 14a-na0012tu - 207X3PA, HP Chromebook - 14a-na0013tu - 208X6PA, HP Chromebook 14 inch 14a-na1000 (323Q3AV) - 6L774PA, HP CHROMEBOOK 14A-NA0023CL - 1G128UA, HP CHROMEBOOK 14A-NA0050NR - 9LL52UA, HP CHROMEBOOK 14A-NA0060NR - 9LL53UA, HP CHROMEBOOK 14AT-NA000 - 174Q0AV, HP CHROMEBOOK 14AT-NA000 - 174Q1AV, HP CHROMEBOOK 14AT-NA000 - 174Q2AV, HP CHROMEBOOK 14AT-NA000 - 8NN56AV, HP CHROMEBOOK 14AT-NA000 - 8NN57AV, HP CHROMEBOOK 14AT-NA000 - 8NN58AV, HP CHROMEBOOK 14AT-NA000 - 8NN59AV, HP CHROMEBOOK 14AT-NA000 - 8NN60AV",,,499
 HP LCD RAW PANEL 14 HD BV SVA 220 TOP,Replacement Screen Display, L91594-001,,"HP Chromebook - 14a-na0015tu - 21W46PA, HP Chromebook - 14a-na0016tu - 21W48PA, HP Chromebook - 14a-na0018tu - 24W30PA, HP Chromebook 14a 14a-na0007TU - 1M0Y5PA, HP Chromebook 14a 14a-na0501TU (443C6AV) - 492S0PA, HP Chromebook 14a 14a-na0505TU (55S46AV) - 6G4K1PA, HP Chromebook 14a 14a-na0506TU (55S46AV) - 6G4K2PA, HP Chromebook 14a-na0001TU - 2Z325PA, HP Chromebook 14a-na0002TU - 2Z326PA, HP Chromebook 14a-na0003TU - 2Z332PA",,,445.52
" HP LCD Display Raw Panel 14"" FHD AG 250n TOP",Replacement Screen Display, M34159-001,,"HP Pro c645 Chromebook Enterprise (1Z9V0AV) - 5S389PA, HP Chromebook 14b 14b-na0000AU (2H5H6AV) - 3G5E9PA, HP Chromebook 14b 14b-na0002AU - 3G6L7PA, HP Chromebook 14b 14b-na0004AU (2H5H6AV) - 567D8PA, HP Chromebook 14b-na0099AU (2H5H6AV) - 3A9T7PA",,,499
" HP LCD Display Panel 14"" FHD AG UWVA 250 Touch Screen",Replacement Screen Display, M00317-001,,"HP Chromebook 14c-ca0500na - 133U7EA, HP CHROMEBOOK X360 - 14C-CA0002TU - 1B9S4PA, HP Chromebook x360 - 14c-ca0003tu - 1D3C2PA, HP Chromebook x360 - 14c-ca0004tu - 1B9K4PA, HP Chromebook x360 - 14c-ca0005tu - 1B9K5PA, HP Chromebook x360 - 14c-ca0007tu - 1F5A8PA, HP Chromebook x360 - 14c-ca0008tu - 1F5A9PA, HP Chromebook x360 - 14c-ca0009tu - 1B9K6PA, HP Chromebook x360 - 14c-ca0011tu - 1P6N0PA, HP Chromebook x360 - 14c-ca0012tu - 1P6N1PA",,,499
 HP SPS-RAW PANEL LCD 14 HD BV LED SVA,Replacement Screen Display, L14350-001,,"HP CB14G5 CelN3350 14 4GB/16 PC - 5TH38US, HP CB14G5 CelN3350 14 4GB/16 PC - 9FK68UT, HP CB14G5 CelN3350 14 4GB/16 PC Intel CN - 3PD95UT, HP CB14G5 CelN3350 14 4GB/32 PC - 3QN50PA, HP CB14G5 CelN3350 14 4GB/32 PC - 6AF36US, HP CB14G5 CelN3350 14 4GB/32 PC - 9FK73UT, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 3UZ96UT, HP CB14G5 CelN3350 14 8GB/32 PC - 5WF77US, HP CB14G5 CelN3350 14 8GB/32 PC - 9FK71UT, HP CB14G5 CelN3350 14 8GB/32 PC Intel CN - 3PD87UT",,,499
 HP SPS-RAW PANEL LCD 14 FHD AG LED UWVA,Replacement Screen Display, L14347-001,,"HP CB14G5 CelN3350 14 4GB/32 PC - 3MV54LA, HP CB14G5 CelN3350 14 4GB/32 PC - 3MV64LT, HP CB14G5 CelN3350 14 4GB/32 PC - 4LS75EA, HP CB14G5 CelN3350 14 4GB/32 PC - 5FP67PA, HP CB14G5 CelN3350 14 4GB/32 PC - 5FP72PA, HP CB14G5 CelN3350 14 4GB/32 PC - 8AG08PA, HP CB14G5 CelN3350 14 4GB/32 PC Intel - - 3JY35AA, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 3GJ73EA, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 5PP21ES, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 5PP26ES",,,499
" HP LCD Display Raw Panel 14"" FHD BV LED UWVA",Replacement Screen Display, L14348-001,,"HP CB14G5 CelN3350 14 4GB/32 PC - 4LS76EA, HP CB14G5 CelN3350 14 4GB/32 PC - 5FP68PA, HP CB14G5 CelN3350 14 4GB/32 PC - 5FP70PA, HP CB14G5 CelN3350 14 4GB/32 PC - 6FG89US, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 3GJ76EA, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 5PP18ES, HP CB14G5 CelN3350 14 4GB/32 PC Intel CN - 5TK20EA, HP CB14G5 CelN3350 14 8GB/32 PC - 6BW59US, HP CB14G5 CelN3350 14 8GB/32 PC Intel CN - 3VK05EA, HP CB14G5 CelN3350 14 8GB/32 PC Intel CN - 5PN88ES, HP CB14G5 CelN3350 14 8GB/64 PC - 7GL55PA, HP CB14G5 CelN3450 14 4GB/32 PC - 4WH87US, HP CB14G5 CelN3450 14 4GB/32 PC Intel - - 6UM87ES, HP CB14G5 CelN3450 14 8GB/32 PC - 9AG33US, HP CB14G5 CelN3450 14 8GB/32 PC - 9FJ93UT, HP CB14G5 CelN3450 14 8GB/32 PC Intel - - 3JY37AA, HP CB14G5 CelN3450 14 8GB/32 PC Intel CN - 3XG52UT, HP CB14G5 CelN3450 14 8GB/64 PC - 3QN47PA, HP CB14G5 CelN3450 14 8GB/64 PC - 4BD19EA, HP CB14G5 CelN3450 14 8GB/64 PC - 5DY11EP",,,445.51
" HP LCD Display Raw Panel 14"" AG HD SVA fSNW FG",Replacement Screen Display, L46551-001,,"HP CB14AG5 A4-9120C 14 4GB/16 PC - 17J82PA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 183C9PA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7AE24AA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7CZ87UT, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7EJ19PA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7GF39US, HP CB14AG5 A4-9120C 14 4GB/16 PC - 7QU81PA, HP CB14AG5 A4-9120C 14 4GB/16 PC - 9MR56US, HP CB14AG5 A4-9120C 14 4GB/16 PC - 9NL53UT, HP CB14AG5 A4-9120C 14 4GB/16 PC - 9NL56UT",,,499
 HP SPS-LCD RAW PANEL 14 AG HD SVA,Replacement Screen Display, L46552-001,,"HP Chromebook 14-db0000AU - 6VF57PA, HP Chromebook 14-db0001AU - 6VF76PA, HP CHROMEBOOK 14-DB0001CA - 6SH69UA, HP CHROMEBOOK 14-DB0002CA - 6SH70UA, HP Chromebook 14-db0003AU - 7XM99PA, HP CHROMEBOOK 14-DB0020NR - 5VD64UA, HP CHROMEBOOK 14-DB0023DX - 6CD26UA, HP CHROMEBOOK 14-DB0031NR - 5SC11UA, HP Chromebook 14-db0000AU - 6VF57PA, HP Chromebook 14-db0001AU - 6VF76PA, HP CHROMEBOOK 14-DB0001CA - 6SH69UA, HP CHROMEBOOK 14-DB0002CA - 6SH70UA, HP Chromebook 14-db0003AU - 7XM99PA, HP CHROMEBOOK 14-DB0020NR - 5VD64UA, HP CHROMEBOOK 14-DB0023DX - 6CD26UA, HP CHROMEBOOK 14-DB0031NR - 5SC11UA",,,273.04
 HP SPS-DSPLY RAW PANEL 14 LED SVA BV HD,Replacement Screen Display, 740155-001,,"HP CHROMEBOOK 14 G1 - F7W49UA, HP CHROMEBOOK 14 G1 - F7W50UA, HP CHROMEBOOK 14 G1 - F7W51UA, HP CHROMEBOOK 14 G1 - G1K54AA, HP CHROMEBOOK 14 G1 - G1K55AA, HP CHROMEBOOK 14 G1 - G6G22PA, HP CHROMEBOOK 14 G1 - G8Z85PA, HP CHROMEBOOK 14 G1 - G8Z92PA, HP CHROMEBOOK 14 G1 - H6Q28EA, HP CHROMEBOOK 14 G1 - H6Q29EA",,,311.28
" HP LCD Display Raw Panel 14"" FHD AG UWVA 250e DP Slim",Replacement Screen Display, M15329-001,,"HP Chromebook x360 14a 14a-ca0500TU (446M9AV) - 48J23PA, HP Chromebook x360 14a-ca0003TU (2V973AV) - 300L9PA, HP Chromebook x360 14a-ca0004TU (446M9AV) - 300M0PA, HP Chromebook x360 14a-ca0005TU (446N3AV) - 300M1PA, HP Chromebook x360 14a-ca0008TU (446N3AV) - 300N5PA, HP Chromebook x360 14a-ca0010TU (2V973AV) - 35K60PA, HP Chromebook x360 14a-ca0011TU (2V976AV) - 35K61PA, HP CHROMEBOOK X360 14A-CA1000CA (6E3P1AV) - 7P950UA, HP Chromebook x360 14a 14a-ca0508TU (446N1AV) - 7X7Z1PA",,,445.52
" HP LCD Display Panel 13.5"" WUXGA BV UWVA 1000 NWBZ PVCY Touch Screen",Replacement Screen Display, M51978-001,,"HP Elite c1030 Chromebook (20J69AV) - 440D8PA, HP Elite c1030 Chromebook (20J69AV) - 440F0PA, HP Elite c1030 Chromebook Enterprise (3M050AV) - 5S390PA",,,499
" HP LCD Display Panel 13.5"" WUXGA BV UWVA 400 NWBZ Touch Screen ",Replacement Screen Display, M11037-001,,"HP EC1030G1 i7-10610U 13 16GB/128 PC - 369Z5UC, HP Elite c1030 Chromebook (20J65AV) - 358Z9PA, HP Elite c1030 Chromebook (20J65AV) - 39B79PA, HP Elite c1030 Chromebook (20J67AV) - 359A0PA, HP Elite c1030 Chromebook (20J67AV) - 39B68PA, HP Elite c1030 Chromebook (20J69AV) - 359A2PA, HP Elite c1030 Chromebook (20J69AV) - 39B71PA, HP Elite c1030 Chromebook (3M048AV) - 358Z4PA, HP Elite c1030 Chromebook (3M050AV) - 358Z5PA, HP Elite c1030 Chromebook (3M050AV) - 394J3PA, HP Elite c1030 Chromebook (3M052AV) - 358Z8PA, HP Elite c1030 Chromebook (3M052AV) - 39B78PA, HP Elite c1030 Chromebook Enterprise (3M048AV) - 39B72PA, HP Elite c1030 Chromebook Enterprise (3M050AV) - 39B76PA",,,499
 HP RAW PANEL 14 FHD AG UWVA 250n,Replacement Screen Display, N13685-001,,"HP Ec640G3CB i7-1265U 14 16GB/128 PC - 6W919PA, HP Elite c640 14 inch G3 Chromebook (5Z8L5AV) - 6M7S1PA, HP Elite c640 14 inch G3 Chromebook (5Z8L7AV) - 6M7S2PA, HP Elite c640 14 inch G3 Chromebook (5Z8M1AV) - 6M7S3PA, HP Elite c640 14 inch G3 Chromebook Enterprise (5Z8L5AV) - 6M7Q9PA, HP Elite c640 14 inch G3 Chromebook Enterprise (5Z8L7AV) - 6M7R0PA, HP Elite c640 14 inch G3 Chromebook Enterprise (5Z8M1AV) - 6M7R1PA",,,499
 HP RAW PANEL 14 FHD AG UWVA 250n,Replacement Screen Display, N13685-001,,"HP Ec640G3CB i7-1265U 14 16GB/128 PC - 6W919PA, HP Elite c640 14 inch G3 Chromebook (5Z8L5AV) - 6M7S1PA, HP Elite c640 14 inch G3 Chromebook (5Z8L7AV) - 6M7S2PA, HP Elite c640 14 inch G3 Chromebook (5Z8M1AV) - 6M7S3PA, HP Elite c640 14 inch G3 Chromebook Enterprise (5Z8L5AV) - 6M7Q9PA, HP Elite c640 14 inch G3 Chromebook Enterprise (5Z8L7AV) - 6M7R0PA, HP Elite c640 14 inch G3 Chromebook Enterprise (5Z8M1AV) - 6M7R1PA",,,499
" HP LCD Display Raw Panel 14"" FHD AG 250n TOP",Replacement Screen Display, M34159-001,,"HP Pro c645 Chromebook Enterprise (1Z9V0AV) - 5S389PA, HP Chromebook 14b 14b-na0000AU (2H5H6AV) - 3G5E9PA, HP Chromebook 14b 14b-na0002AU - 3G6L7PA, HP Chromebook 14b 14b-na0004AU (2H5H6AV) - 567D8PA, HP Chromebook 14b-na0099AU (2H5H6AV) - 3A9T7PA",,,499
" HP LCD Display Panel 11.6"" HD BV SVA 250 WLAN JFB Touch Screen",Replacement Screen Display, N00430-001,,"HP Pro x360 Fortis 11 inch G9 Notebook PC (48B40AV) - 6D8Y0PA, HP Pro x360 Fortis 11 inch G9 Notebook PC (48B40AV) - 6D8Y1PA, HP Pro x360 Fortis 11 inch G9 Notebook PC (48B41AV) - 6J8S0PA, HP Pro x360 Fortis 11 inch G9 Notebook PC (48B41AV) - 6J8S1PA, HP Pro x360 Fortis 11 inch G9 Notebook PC (48B45AV) - 6L8F3PC, HP Fx36011G10 i5-1230U 11 8GB/256 PC - 6K5A0PA",,,943.66
" HP LCD Display Panel 11.6"" HD BV SVA 250 WLAN JFB Touch Screen",Replacement Screen Display, N00430-001,,"HP Pro x360 Fortis 11 inch G9 Notebook PC (48B40AV) - 6D8Y0PA, HP Pro x360 Fortis 11 inch G9 Notebook PC (48B40AV) - 6D8Y1PA, HP Pro x360 Fortis 11 inch G9 Notebook PC (48B41AV) - 6J8S0PA, HP Pro x360 Fortis 11 inch G9 Notebook PC (48B41AV) - 6J8S1PA, HP Pro x360 Fortis 11 inch G9 Notebook PC (48B45AV) - 6L8F3PC, HP Fx36011G10 i5-1230U 11 8GB/256 PC - 6K5A0PA",,,943.66
 HP SPS-DSPLY RAW PNL 11.6 LED HD SVA AG FLT,Replacement Screen Display, 809867-001,,"HP PROBOOK 11 EE G1 BASE MODEL NOTEBOOK PC - L8Q84AV, HP PROBOOK 11 EE G1 NOTEBOOK PC - K9J88EA, HP PROBOOK 11 EE G1 NOTEBOOK PC - K9K83EA, HP PROBOOK 11 EE G1 NOTEBOOK PC - K9K83ES, HP PROBOOK 11 EE G1 NOTEBOOK PC - L8B48EA, HP PROBOOK 11 EE G1 NOTEBOOK PC - L8B48EAR, HP PROBOOK 11 EE G1 NOTEBOOK PC - L8B49EA, HP PROBOOK 11 EE G1 NOTEBOOK PC - L8B50EA, HP PROBOOK 11 EE G1 NOTEBOOK PC - L8B51EA, HP PROBOOK 11 EE G1 NOTEBOOK PC - L8B53ES",,,276.23
 HP SPS-DSPLY RAW PNL 11.6 LED HD SVA AG FLT,Replacement Screen Display, 846987-001,,"HP K12 Only 11 3855U 11.6 4GB/500 PC - X0Q17ES, HP K12 Only 11 i3-6100U 11.6 4GB/500 PC - X0Q16ES, HP PROBOOK 11 EE G2 NOTEBOOK PC - 1CZ45UP, HP PROBOOK 11 EE G2 NOTEBOOK PC - 1DX64UC, HP PROBOOK 11 EE G2 NOTEBOOK PC - 1KH52US, HP PROBOOK 11 EE G2 NOTEBOOK PC - 1KZ85US, HP PROBOOK 11 EE G2 NOTEBOOK PC - 1LG76UP, HP PROBOOK 11 EE G2 NOTEBOOK PC - 1LG77UP, HP PROBOOK 11 EE G2 NOTEBOOK PC - 1PF23LA, HP PROBOOK 11 EE G2 NOTEBOOK PC - 1PK97PC",,,276.23
